crew_id,Name,Age,Embarked,Position,Crew_Type,Survived,sección_id,Gender
15,"Foley, Mr. John",44,Belfast,Storekeeper,Deck,,,male
16,"Forward, Mr. James",27,Southampton,Able Seaman,Deck,,,male
17,"Haines, Mr. Albert M.",31,Belfast,Boatswain,Deck,,,male
18,"Harder, Mr. William",39,Southampton,Window cleaner,Deck,,,male
19,"Hemming, Mr. Samuel Ernest",43,Belfast,Lamp trimmer,Deck,,,male
20,"Hichens, Mr. Robert",29,Southampton,Quartermaster,Deck,,,male
21,"Hogg, Mr. George Alfred",29,Belfast,Lookout,Deck,,,male
22,"Holman, Mr. Harry",27,Belfast,Able Seaman,Deck,,,male
23,"Hopkins, Mr. Robert John",40,Southampton,Able Seaman,Deck,,,male
24,"Horswill, Mr. Albert Edward James",33,Southampton,Able Seaman,Deck,,,male
25,"Humphreys, Mr. Sidney James",48,Southampton,Quartermaster,Deck,,,male
26,"Hutchinson, Mr. John Hall",26,Belfast,Carpenter,Deck,,,male
27,"Jewell, Mr. Archie",23,Belfast,Lookout,Deck,,,male
28,"Jones, Mr. Thomas William",32,Southampton,Able Seaman,Deck,,,male
29,"King, Mr. Thomas W.",43,Southampton,Master-at-arms,Deck,,,male
30,"Lee, Mr. Reginald Robinson",41,Southampton,Lookout,Deck,,,male
31,"Lucas, Mr. William A.",25,Southampton,Able Seaman,Deck,,,male
32,"Lyons, Mr. William Henry",26,Southampton,Able Seaman,Deck,,,male
33,"Matherson, Mr. David",30,Southampton,Able Seaman,Deck,,,male
34,"Mathais, Mr. Montague Vincent",27,Southampton,Mess Steward,Deck,,,male
35,"Maxwell, Mr. John",31,Belfast,Carpenter/Joiner,Deck,,,male
36,"McCarthy, Mr. William",47,Southampton,Able Seaman,Deck,,,male
37,"McGough, Mr. James R.",25,Southampton,Able Seaman,Deck,,,male
38,"Moore, Mr. George Alfred",32,Southampton,Able Seaman,Deck,,,male
39,"Nichols, Mr. Alfred",42,Belfast,Boatswain,Deck,,,male
40,"O'Loughlin, Dr. William Francis Norman",62,Belfast,Surgeon,Deck,,,male
41,"Olliver, Mr. Alfred",27,Belfast,Quartermaster,Deck,,,male
42,"Osman, Mr. Frank",28,Southampton,Able Seaman,Deck,,,male
43,"Pascoe, Mr. Charles H.",43,Southampton,Able Seaman,Deck,,,male
44,"Perkis, Mr. Walter John",37,Belfast,Quartermaster,Deck,,,male
45,"Peters, Mr. William Chapman",26,Southampton,Able Seaman,Deck,,,male
46,"Poingdestre, Mr. John Thomas",33,Southampton,Able Seaman,Deck,,,male
47,"Rowe, Mr. George Thomas",32,Belfast,Quartermaster,Deck,,,male
48,"Sawyer, Mr. Robert James",30,Southampton,Window cleaner,Deck,,,male
49,"Scarrott, Mr. Joseph George",33,Southampton,Able Seaman,Deck,,,male
50,"Simpson, Dr. John Edward",37,Southampton,Assistant Surgeon,Deck,,,male
51,"Smith, Mr. William",26,Southampton,Able Seaman,Deck,,,male
52,"Symons, Mr. George Thomas Macdonald",24,Southampton,Lookout,Deck,,,male
53,"Tamlyn, Mr. Frederick",23,Southampton,Mess Steward,Deck,,,male
54,"Taylor, Mr. C.",35,Southampton,Able Seaman,Deck,,,male
55,"Terrell, Mr. Bertram",20,Southampton,Able Seaman,Deck,,,male
56,"Thorley, Mr. Jonathon",15,Southampton,Lamp Trimmer,Deck,,,male
57,"Vigott, Mr. Philip Francis",32,Southampton,Able Seaman,Deck,,,male
58,"Weller, Mr. William Clifford",30,Belfast,Able Seaman,Deck,,,male
59,"Wynn, Mr. Walter",41,Belfast,Quartermaster,Deck,,,male
0,"Abrams, Mr. William",33,Southampton,Fireman,Engineering,,,male
1,"Adams, Mr. R.",26,Southampton,Fireman/Stoker,Engineering,,,male
2,"Allen, Mr. Henry",32,Southampton,Fireman/Stoker,Engineering,,,male
3,"Allen, Mr. Ernest Frederick",24,Southampton,Trimmer,Engineering,,,male
4,"Allsop, Mr. Alfred Samuel",34,Belfast,Electrician,Engineering,,,male
5,"Avery, Mr. James Frank",22,Southampton,Trimmer,Engineering,,,male
6,"Bailey, Mr. George W.",46,Southampton,Fireman/Stoker,Engineering,,,male
7,"Baines, Mr. Richard",24,Southampton,Greaser,Engineering,,,male
8,"Bannon, Mr. John",32,Southampton,Greaser,Engineering,,,male
9,"Barlow, Mr. Charles",30,Southampton,Fireman/Stoker,Engineering,,,male
10,"Barnes, Mr. Charles",29,Southampton,Fireman/Stoker,Engineering,,,male
11,"Barnes, Mr. Frederick",29,Southampton,Fireman/Stoker,Engineering,,,male
12,"Barrett, Mr. Frederick",28,Southampton,Leading Fireman,Engineering,,,male
13,"Barrett, Mr. Frederick William",33,Southampton,Fireman/Stoker,Engineering,,,male
14,"Beattie, Mr. Joseph",34,Belfast,Greaser,Engineering,,,male
15,"Beauchamp, Mr. George William",24,Southampton,Fireman/Stoker,Engineering,,,male
16,"Bell, Mr. Joseph",50,Belfast,Chief Engineer,Engineering,,,male
17,"Bendell, Mr. F.",24,Southampton,Fireman/Stoker,Engineering,,,male
18,"Bennett, Mr. George Alfred",30,Southampton,Fireman/Stoker,Engineering,,,male
19,"Benville, Mr. E.",42,Southampton,Fireman/Stoker,Engineering,,,male
20,"Bessant, Mr. William Edward",39,Southampton,Fireman/Stoker,Engineering,,,male
21,"Bevis, Mr. Joseph Henry",22,Southampton,Trimmer,Engineering,,,male
22,"Biggs, Mr. Edward Charles",21,Southampton,Fireman/Stoker,Engineering,,,male
23,"Billow, Mr. J.",20,Southampton,Trimmer,Engineering,,,male
24,"Binstead, Mr. Walter",19,Southampton,Trimmer,Engineering,,,male
25,"Black, Mr. Alexander",28,Southampton,Fireman/Stoker,Engineering,,,male
26,"Black, Mr. D.",41,Southampton,Fireman/Stoker,Engineering,,,male
27,"Blackman, Mr. H.",24,Southampton,Fireman/Stoker,Engineering,,,male
28,"Blake, Mr. Percival Albert",22,Southampton,Trimmer,Engineering,,,male
30,"Blake, Mr. Thomas",36,Southampton,Fireman/Stoker,Engineering,,,male
31,"Blaney, Mr. James",29,Southampton,Fireman/Stoker,Engineering,,,male
32,"Blann, Mr. Eustace Horatius",21,Southampton,Fireman/Stoker,Engineering,,,male
33,"Bott, Mr. W.",44,Southampton,Greaser,Engineering,,,male
34,"Bradley, Mr. Patrick Joseph",39,Southampton,Fireman/Stoker,Engineering,,,male
35,"Brewer, Mr. Henry Harry""""""""",30,Southampton,Trimmer,Engineering,,,male
36,"Briant, Mr. Albert",34,Southampton,Greaser,Engineering,,,male
37,"Brooks, Mr. J.",25,Southampton,Trimmer,Engineering,,,male
38,"Brown, Mr. John",25,Southampton,Fireman/Stoker,Engineering,,,male
39,"Brown, Mr. Joseph James",25,Southampton,Fireman/Stoker,Engineering,,,male
40,"Burroughs, Mr. Arthur",35,Southampton,Fireman/Stoker,Engineering,,,male
41,"Burton, Mr. Edward John",32,Southampton,Fireman/Stoker,Engineering,,,male
42,"Butt, Mr. William John",30,Southampton,Fireman/Stoker,Engineering,,,male
43,"Calderwood, Mr. Hugh",30,Belfast,Trimmer,Engineering,,,male
44,"Canner, Mr. J.",40,Southampton,Fireman/Stoker,Engineering,,,male
45,"Carr, Mr. Richard Stephen",37,Southampton,Trimmer,Engineering,,,male
46,"Carter, Mr. James",46,Southampton,Fireman/Stoker,Engineering,,,male
47,"Casey, Mr. T.",28,Southampton,Trimmer,Engineering,,,male
48,"Castleman, Mr. Edward",37,Southampton,Greaser,Engineering,,,male
49,"Cavell, Mr. George Henry",22,Southampton,Trimmer,Engineering,,,male
50,"Cherrett, Mr. William Victor",24,Southampton,Fireman/Stoker,Engineering,,,male
51,"Chisnall, Mr. George Alexander",35,Belfast,Boilermaker,Engineering,,,male
52,"Chorley, Mr. John",25,Southampton,Fireman/Stoker,Engineering,,,male
53,"Clark, Mr. William",39,Southampton,Fireman/Stoker,Engineering,,,male
54,"Coe, Mr. Harry",21,Southampton,Trimmer,Engineering,,,male
55,"Coleman, Mr. John",57,Belfast,Mess Steward,Engineering,,,male
56,"Collins,  Mr. Samuel",35,Southampton,Fireman/Stoker,Engineering,,,male
57,"Combes, Mr. George",21,Southampton,Fireman/Stoker,Engineering,,,male
58,"Cooper, Mr. Harry",26,Southampton,Fireman/Stoker,Engineering,,,male
59,"Cooper, Mr. James",25,Southampton,Trimmer,Engineering,,,male
60,"Copperthwaite, Mr. B.",22,Southampton,Trimmer,Engineering,,,male
61,"Corcoran,  Mr. Dennis",33,Southampton,Fireman/Stoker,Engineering,,,male
62,"Cotton, Mr. A.",26,Southampton,Trimmer,Engineering,,,male
63,"Couch, Mr. Joseph Henry",45,Southampton,Greaser,Engineering,,,male
64,"Couper, Mr. Robert",30,Southampton,Fireman/Stoker,Engineering,,,male
65,"Coy, Mr. Francis Ernest George",26,Southampton,Junior Assistant 3rd Engineer,Engineering,,,male
66,"Crabb, Mr. H.",23,Southampton,Trimmer,Engineering,,,male
67,"Creese, Mr. Henry Philip",44,Belfast,Deck Engineer,Engineering,,,male
68,"Crimmins, Mr. James",21,Southampton,Fireman/Stoker,Engineering,,,male
69,"Cross, Mr. W.",39,Southampton,Fireman/Stoker,Engineering,,,male
70,"Cunningham, Mr. B.",30,Southampton,Fireman/Stoker,Engineering,,,male
71,"Curtis, Mr. Arthur",25,Southampton,Fireman/Stoker,Engineering,,,male
72,"Davies, Mr. Thomas",33,Southampton,Leading Fireman,Engineering,,,male
73,"Dawson, Mr. Joseph",23,Southampton,Trimmer,Engineering,,,male
74,"Diaper, Mr. J.",25,Southampton,Fireman/Stoker,Engineering,,,male
75,"Dickson,  Mr. W.",36,Southampton,Trimmer,Engineering,,,male
76,"Dilley, Mr. John",30,Southampton,Fireman/Stoker,Engineering,,,male
77,"Dillon, Mr. Thomas Patrick",25,Southampton,Trimmer,Engineering,,,male
78,"Dodd, Mr. Edward Charles",38,Belfast,Junior 3rd Engineer,Engineering,,,male
79,"Dodds, Mr. Henry Watson",27,Southampton,Junior Assistant 4th Engineer,Engineering,,,male
80,"Doel, Mr. Frederick",22,Southampton,Fireman/Stoker,Engineering,,,male
81,"Dore, Mr. A.",22,Southampton,Trimmer,Engineering,,,male
82,"Doyle, Mr. Laurence",27,Southampton,Fireman/Stoker,Engineering,,,male
83,"Duffy, Mr. William Luke",28,Belfast,Writer/Engineer's Clerk,Engineering,,,male
84,"Dyer, Mr. Henry Ryland",24,Southampton,Senior Assistant 4th Engineer,Engineering,,,male
85,"Dymond, Mr. Frank",25,Southampton,Fireman/Stoker,Engineering,,,male
89,"Ervine, Mr. Albert G.",18,Belfast,Assistant Electrician,Engineering,,,male
90,"Evans, Mr. Williams",32,Southampton,Trimmer,Engineering,,,male
91,"Farquharson, Mr. William E.",39,Southampton,Senior 2nd Engineer,Engineering,,,male
92,"Fay, Mr. Thomas",30,Southampton,Greaser,Engineering,,,male
94,"Ferris, Mr. William",38,Southampton,Leading Fireman,Engineering,,,male
95,"Fitzpatrick, Mr. Charles W.N.",30,Southampton,Mess Steward,Engineering,,,male
98,"Ford, Mr. Thomas",30,Southampton,Leading Fireman,Engineering,,,male
99,"Foster, Mr. A.",37,Southampton,Engineering Storekeeper,Engineering,,,male
100,"Fraser, Mr. James",29,"Belfast, Ireland",Junior Assistant Third Engineer,Engineering,,,male
102,"Fredricks, W.",20,Southampton,Trimmer,Engineering,,,male
103,"Fryer, Mr. Albert E.",26,Southampton,Trimmer,Engineering,,,male
104,"Geer, Mr. Alfred E.",24,Southampton,Fireman/Stoker,Engineering,,,male
106,"Godwin, Mr. Frederick W.",34,Southampton,Greaser,Engineering,,,male
108,"Gordon, Mr. J.",29,Southampton,Trimmer,Engineering,,,male
109,"Goree, Mr. Frank",28,Southampton,Greaser,Engineering,,,male
114,"Grodidge, Mr. Ernest E.",32,Southampton,Fireman/Stoker,Engineering,,,male
115,"Gumery, Mr. George",24,Southampton,Mess Steward,Engineering,,,male
116,"Hagan, Mr. John",30,Belfast,Fireman/Stoker,Engineering,,,male
117,"Hall, Mr. Joseph",32,Southampton,Fireman/Stoker,Engineering,,,male
122,"Harris, Mr. Frederick",34,Southampton,Fireman/Stoker,Engineering,,,male
123,"Harrison, Mr. Norman",39,Belfast,Assistant Second Engineer,Engineering,,,male
124,"Harvey, Mr. Herbert G.",34,Southampton,Junior Assistant Second Engineer,Engineering,,,male
128,"Hendrickson, Mr. Charles G.",29,Southampton,Leading Fireman,Engineering,,,male
129,"Hesketh, Mr. James (aka John) H.",33,Belfast,Assistant Second Engineer,Engineering,,,male
132,"Hosking, Mr. George Fox",36,Southampton,Senior Third Engineer,Engineering,,,male
133,"Hunt, Mr. Albert",22,Southampton,Trimmer,Engineering,,,male
134,"Hunt, Mr. T.",28,Southampton,Fireman/Stoker,Engineering,,,male
136,"Hurst, Walter",27,Southampton,Fireman/Stoker,Engineering,,,male
142,"Jarvis, Mr. William",37,Southampton,Fireman/Stoker,Engineering,,,male
144,"Judd, Mr. Charles E.",32,Southampton,Fireman/Stoker,Engineering,,,male
145,"Jukes, Mr. James",35,Southampton,Greaser,Engineering,,,male
146,"Jupe, Mr. Herbert",31,Southampton,Assistant Electrician,Engineering,,,male
147,"Kaspar, Mr. Franz V.",40,Southampton,Fireman/Stoker,Engineering,,,male
149,"Kearl, Mr. G.",24,Southampton,Trimmer,Engineering,,,male
150,"Keegan, Mr. James",38,Southampton,Leading Fireman,Engineering,,,male
152,"Kelly, Mr. William",23,Belfast,Assistant Electrician,Engineering,,,male
154,"Kemp, Mr. Thomas H.",43,Southampton,Assistant Fourth Engineer,Engineering,,,male
157,"Kinsella, Mr. Louis",30,Southampton,Fireman/Stoker,Engineering,,,male
159,"Knowles, Mr. Thomas",39,Southampton,Firemen's Messman,Engineering,,,male
165,"Loyd, Mr. W.",29,Southampton,Fireman/Stoker,Engineering,,,male
166,"Long, Mr. Frank",28,Southampton,Trimmer,Engineering,,,male
168,"Mackie, Mr. William D.",32,Belfast,Junior Fifth Engineer,Engineering,,,male
171,"Marsh, Mr. Frederick C.",28,Southampton,Fireman/Stoker,Engineering,,,male
173,"Mason, Mr. Frank A.R.",32,Southampton,Fireman/Stoker,Engineering,,,male
174,"Mason, Mr. James",39,Southampton,Leading Fireman,Engineering,,,male
175,"May Jr., Mr. Arthur",23,Southampton,Fireman/Stoker,Engineering,,,male
176,"May Sr., Mr. Arthur W.",60,Southampton,Fireman's Messman,Engineering,,,male
177,"Mayo, Mr. William P.",27,Southampton,Leading Fireman,Engineering,,,male
178,"Mayzes, Mr. Thomas",25,Southampton,Fireman/Stoker,Engineering,,,male
188,"McInytre, Mr. William",22,Southampton,Trimmer,Engineering,,,male
189,"McQuillan, Mr. William",32,Belfast,Fireman/Stoker,Engineering,,,male
191,"McReynolds, Mr. William",22,Belfast,Junior Sixth Engineer,Engineering,,,male
192,"Middleton, Mr. Alfred P.",17,Belfast,Assistant Electrician,Engineering,,,male
194,"Millar, Mr. Robert",27,Southampton,Extra Fifth Engineer,Engineering,,,male
195,"Millar, Mr. Thomas",33,Belfast,Assistant Deck Engineer,Engineering,,,male
196,"Mintram, Mr. William",46,Southampton,Fireman/Stoker,Engineering,,,male
202,"Morgan, Mr. Thomas A.",26,Southampton,Fireman/Stoker,Engineering,,,male
206,"Moyes, Mr. William Y.",23,Belfast,Senior Sixth Engineer,Engineering,,,male
207,"Murdock, Mr. William",34,Belfast,Fireman/Stoker,Engineering,,,male
209,"Newman, Mr. Charles T.",32,Southampton,Engineering Storekeeper,Engineering,,,male
212,"Noss, Mr. Bertram A.",21,Southampton,Fireman/Stoker,Engineering,,,male
213,"Noss, Mr. Henry",31,Southampton,Fireman/Stoker,Engineering,,,male
214,"Nutbean, Mr. William",31,Southampton,Fireman/Stoker,Engineering,,,male
215,"O'Connor, Mr. John",25,Southampton,Trimmer,Engineering,,,male
220,"Painter, Mr. Charles",31,Southampton,Fireman/Stoker,Engineering,,,male
221,"Painter, Mr. Frank",29,Southampton,Fireman/Stoker,Engineering,,,male
223,"Parsons, Mr. Frank A.",27,Belfast,Senior Fifth Engineer,Engineering,,,male
225,"Pelham, Mr. George",39,Southampton,Trimmer,Engineering,,,male
226,"Perry, Mr. Edgar L.",19,Southampton,Trimmer,Engineering,,,male
230,"Podesta, Mr. John",25,Southampton,Fireman/Stoker,Engineering,,,male
231,"Pond, Mr. George",32,Southampton,Fireman/Stoker,Engineering,,,male
232,"Prangnell, Mr. George",31,Southampton,Greaser,Engineering,,,male
233,"Preston, Mr. Thomas C.",20,Southampton,Trimmer,Engineering,,,male
234,"Priest, Mr. Arthur J.",23,Southampton,Fireman/Stoker,Engineering,,,male
236,"Pugh, Mr. Percy",31,Southampton,Leading Fireman,Engineering,,,male
237,"Pusey, Mr. Robert W.",24,Southampton,Fireman/Stoker,Engineering,,,male
240,"Reeves, Mr. Robert",30,Southampton,Fireman/Stoker,Engineering,,,male
241,"Rice, Mr. Charles",32,Southampton,Fireman/Stoker,Engineering,,,male
245,"Rous, Mr. Arthur J.",26,Southampton,Plumber,Engineering,,,male
246,"Rudd, Mr. Henry",23,Southampton,Engineering Storkeeper,Engineering,,,male
250,"Saunders, Mr. W.",30,Southampton,Fireman/Stoker,Engineering,,,male
252,"Scott, Mr. Archibald",40,Southampton,Fireman/Stoker,Engineering,,,male
255,"Self, Mr. Edward",25,Southampton,Fireman/Stoker,Engineering,,,male
256,"Senior, Mr. Henry",31,Southampton,Fireman/Stoker,Engineering,,,male
257,"Shea, Mr. Thomas",29,Southampton,Fireman/Stoker,Engineering,,,male
258,"Sheath, Mr. Frederick",20,Southampton,Trimmer,Engineering,,,male
259,"Shepherd, Mr. Johnathan",32,Southampton,Junior Assistant Second Engineer,Engineering,,,male
260,"Shiers, Mr. Alfred",24,Southampton,Fireman/Stoker,Engineering,,,male
261,"Shillaber, Mr. Charles",20,Southampton,Trimmer,Engineering,,,male
263,"Sloan, Mr. Peter",31,Belfast,Chief Electrician,Engineering,,,male
264,"Small, Mr. William",40,Southampton,Leading Fireman,Engineering,,,male
266,"Smith, Mr. James M.",35,Southampton,Junior Fourth Engineer,Engineering,,,male
270,"Snowberger, Mr. Eustace P.",21,Southampton,Trimmer,Engineering,,,male
273,"Stanbrook, Mr. Augustus",30,Southampton,Fireman/Stoker,Engineering,,,male
276,"Street, Mr. Henry A.",25,Southampton,Fireman/Stoker,Engineering,,,male
279,"Taylor, Mr. James",25,Southampton,Fireman/Stoker,Engineering,,,male
282,"Taylor, Mr. William H.",28,Southampton,Fireman/Stoker,Engineering,,,male
284,"Thompson, Mr. John W.",42,Southampton,Fireman/Stoker,Engineering,,,male
285,"Threlfall, Mr. Thomas",38,Southampton,Leading Fireman,Engineering,,,male
286,"Thresher, Mr. George",25,Southampton,Fireman/Stoker,Engineering,,,male
291,"van der brugge, Mr. Wessel A.",42,Southampton,Fireman/Stoker,Engineering,,,male
293,"Vear, Mr. Henry",32,Southampton,Fireman/Stoker,Engineering,,,male
294,"Vear, Mr. W.",32,Southampton,Fireman/Stoker,Engineering,,,male
295,"Ward, Mr. Arthur",24,Belfast,Junior Assistant Fourth Engineer,Engineering,,,male
296,"Ward, Mr. Joseph",31,Southampton,Leading Fireman,Engineering,,,male
297,"Wardner, Mr. Frederick Albert",39,Southampton,Fireman/Stoker,Engineering,,,male
301,"Webber, Mr. Francis A.",31,Southampton,Leading Fireman,Engineering,,,male
304,"White, Mr. William G.",23,Southampton,Trimmer,Engineering,,,male
305,"Williams, Mr. Samuel S.",26,Southampton,Fireman/Stoker,Engineering,,,male
306,"Wilson, Mr. Bertie",28,Southampton,Senior Assistant Second Engineer,Engineering,,,male
307,"Wilton, Mr. William",45,Southampton,Trimmer,Engineering,,,male
308,"Witcher, Mr. Alfred",40,Southampton,Fireman/Stoker,Engineering,,,male
310,"Witt, Mr. Henry D.",40,Southampton,Fireman/Stoker,Engineering,,,male
311,"Woodford, Mr. Frederick",41,Southampton,Greaser,Engineering,,,male
314,"Young, Mr. Francis J.",30,Southampton,Fireman/Stoker,Engineering,,,male
0,"Abbott, Mr. Ernest Owen",21,Southampton,First Class Lounge Pantry Steward,Victualling,,,male
1,"Ahier, Mr. Percy Snowden",20,Southampton,First Class Saloon Steward,Victualling,,,male
2,"Akerman, Mr. Albert",28,Southampton,Third Class ,Victualling,,,male
3,"Akerman, Mr. Joseph Francis",35,Southampton,Asst. Pantry Steward,Victualling,,,male
4,"Allan, Mr. Robert Spencer",36,Southampton,First Class Bedroom Steward,Victualling,,,male
5,"Allen, Mr. George",26,Southampton,Scullion,Victualling,,,male
6,"Allen, Mr. Frederick",17,Southampton,Lift Steward,Victualling,,,male
7,"Allsop, Mr. Frank Richard",41,Southampton,Bedroom Steward,Victualling,,,male
8,"Anderson, Mr. Walter J.",48,Southampton,Scullion,Victualling,,,male
9,"Andrews,  Mr. Charles Edward",19,Southampton,Assistant Second Class Saloon Steward,Victualling,,,male
10,"Ashcroft, Mr. Austin Aloysius",26,Southampton,Clerk,Victualling,,,male
11,"Ashe, Mr. Henry Wellesley",32,Southampton,Glory Hole Steward,Victualling,,,male
12,"Ayling, Mr. George Edwin",22,Southampton,Assistant Vegetable Cook,Victualling,,,male
13,"Back, Mr. Charles Frederick",32,Belfast,Assistant Lounge Steward,Victualling,,,male
14,"Baggott, Mr. Allen Marden",28,Southampton,Saloon Steward,Victualling,,,male
15,"Bagley, Mr. Edward Ernest",31,Southampton,First Class Saloon Steward,Victualling,,,male
16,"Bailey, Mr. George Francis",36,Belfast,Second Class Saloon Steward,Victualling,,,male
17,"Ball, Mr. Percy",19,Southampton,First Class Plate Steward,Victualling,,,male
18,"Barker, Mr. Albert Vale",19,Southampton,Assistant Baker,Victualling,,,male
19,"Barker, Mr. Ernest T.",37,Southampton,First Class Saloon Steward,Victualling,,,male
20,"Barker, Mr. Reginald Lomond",40,Belfast,Assistant ,Victualling,,,male
21,"Barlow, Mr. George",36,Southampton,Second Class Bedroom Steward,Victualling,,,male
22,"Barnes, Mr. Frederick",37,Southampton,Baker,Victualling,,,male
23,"Barratt, Mr. Arthur",15,Southampton,Bell Boy,Victualling,,,male
24,"Barringer, Mr. Arthur William",33,Belfast,Saloon Steward,Victualling,,,male
25,"Barrow, Mr. Harry",35,Southampton,Butcher,Victualling,,,male
26,"Barrows, Mr. William",32,Southampton,First Class Saloon Steward,Victualling,,,male
27,"Barton, Mr. Sidney John",25,Southampton,Third Class Steward,Victualling,,,male
28,"Baxter, Mr. Harry Ross",51,Southampton,Third Class Steward,Victualling,,,male
29,"Baxter, Mr. Thomas Ferguson",48,Southampton,Linen Steward,Victualling,,,male
30,"Bedford, Mr. William Barnet",31,Southampton,Assistant Roast Cook,Victualling,,,male
31,"Beedem, Mr. George Arthur",34,Southampton,Second Class Bedroom Steward,Victualling,,,male
32,"Beere, Mr. William",19,Southampton,Kitchen Porter,Victualling,,,male
33,"Benham, Mr. Frederick",29,Southampton,Second Class Saloon Steward,Victualling,,,male
34,"Bennett, Mrs. Mabel",30,Southampton,First Class Stewardess,Victualling,,,female
35,"Bessant, Mr. Edward William",31,Southampton,Baggage Steward,Victualling,,,male
36,"Best, Mr. Alfred",38,Belfast,First Class Saloon Steward,Victualling,,,male
37,"Blake, Mr. Seaton",26,Belfast,Mess Steward,Victualling,,,male
38,"Bishop, Mr. Walter Alexander",34,Belfast,First Class Bedroom Steward,Victualling,,,male
39,"Bliss, Mrs. Emma (nÃ©e Junod)",45,Southampton,First Class Stewardess,Victualling,,,female
40,"Bochatay, Mr. Alexis Joseph",30,Southampton,Chef,Victualling,,,male
41,"Bogie, Mr. Norman Leslie",29,Southampton,Second Class Bedroom Steward,Victualling,,,male
42,"Bond, Mr. William John",40,Belfast,First Class Bedroom Steward,Victualling,,,male
43,"Boothby, Mr. W.",36,Southampton,Second Class Bedroom Steward,Victualling,,,male
44,"Boston, Mr. William John",30,Belfast,Deck Steward,Victualling,,,male
45,"Boughton, Mr. B.",24,Southampton,Saloon Steward,Victualling,,,male
46,"Boyd, Mr. John",35,Southampton,Saloon Steward,Victualling,,,male
47,"Boyes, Mr. John Henry",36,Belfast,Saloon Steward,Victualling,,,male
48,"Bradshaw, Mr. J.A.",43,Southampton,Plate Steward,Victualling,,,male
49,"Brewster, Mr. George H.",48,Belfast,Bedroom Steward,Victualling,,,male
50,"Bride, Mr. Harold Sydney",22,Belfast,Assistant Telegraphist,Victualling,,,male
51,"Bristow, Mr. Robert Charles",31,Southampton,Steward,Victualling,,,male
52,"Bristow, Mr. Harry",33,Southampton,Saloon Steward,Victualling,,,male
53,"Brookman, Mr, John",27,Southampton,Steward,Victualling,,,male
54,"Broom, Mr. H.",33,Belfast,Bath Steward,Victualling,,,male
55,"Broome, Mr. Athol Frederick",30,Southampton,Verandah Steward,Victualling,,,male
56,"Brown, Mr. Edward",34,Belfast,Saloon Steward,Victualling,,,male
57,"Brown, Mr. Walter James",28,Belfast,Saloon Steward,Victualling,,,male
58,"Buckley, Mr. H.E.",34,Southampton,Assistant Vegetable Cook,Victualling,,,male
59,"Bull, Mr. W.",30,Southampton,Scullion,Victualling,,,male
60,"Bulley, Mr. Henry Ashburnham",21,Southampton,Boots,Victualling,,,male
61,"Bunnell, Mr. Wilfred",20,Belfast,Plate Steward,Victualling,,,male
62,"Burgess, Mr. Charles Reginald",18,Southampton,Extra Third Baker,Victualling,,,male
63,"Burke, Mr. Richard Edward",30,Belfast,Lounge Steward,Victualling,,,male
64,"Burke, Mr. William",31,Belfast,Saloon Steward,Victualling,,,male
65,"Burr, Mr. Ewart",29,Southampton,Saloon Steward,Victualling,,,male
66,"Burrage, Mr. Alfred",20,Southampton,Plate Steward,Victualling,,,male
67,"Butt, Mr. Robert Henry",22,Southampton,Saloon Steward,Victualling,,,male
68,"Butterworth, Mr. John",23,Southampton,Saloon Steward,Victualling,,,male
69,"Byrne, Mr. J.E.",31,Southampton,Bedroom Steward,Victualling,,,male
70,"Campbell, Mr. Donald S.",25,Southampton,Third Class Clerk,Victualling,,,male
71,"Carney, Mr. William",31,Southampton,Lift Steward,Victualling,,,male
72,"Cartwright, Mr. James Edward",32,Belfast,Saloon Steward,Victualling,,,male
73,"Casswill, Mr. Charles",32,Southampton,Saloon Steward,Victualling,,,male
74,"Caton, Miss Annie",50,Southampton,Turkish Bath Stewardess,Victualling,,,female
75,"Caunt, Mr. William Ewart",27,Southampton,Grill Cook,Victualling,,,male
76,"Cave, Mr. Herbert",34,Belfast,Saloon Steward,Victualling,,,male
77,"Cecil, Mr. C.",20,Southampton,Steward,Victualling,,,male
78,"Chapman, Mr. Joseph Charles",32,Southampton,Boots,Victualling,,,male
79,"Charman, Mr. John",25,Southampton,Saloon Steward,Victualling,,,male
80,"Cheverton, Mr. William Edward",27,Belfast,Saloon Steward,Victualling,,,male
81,"Chitty, Mr. Archibald George",28,Southampton,Steward,Victualling,,,male
82,"Chitty, Mr. George Henry",52,Southampton,Baker,Victualling,,,male
83,"Christmas, Mr. H.",33,Southampton,Assistant Saloon Steward,Victualling,,,male
84,"Coleman, Mr. Albert Edward",28,Southampton,Saloon Steward,Victualling,,,male
85,"Coleman, Mr. John",57,Southampton,Mess Steward,Victualling,,,male
86,"Colgan, Mr. E. Joseph",33,Southampton,Scullion,Victualling,,,male
87,"Collins, Mr. John",17,Southampton,Scullion,Victualling,,,male
88,"Conway, Mr. P.W.",25,Belfast,Saloon Steward,Victualling,,,male
89,"Cook, Mr. George",42,Southampton,Saloon Steward,Victualling,,,male
90,"Coombs, Mr. Augustus Charles",38,Southampton,Cook,Victualling,,,male
91,"Corben, Mr. Ernest Theodore",27,Southampton,Assistant Printer Steward,Victualling,,,male
92,"Coutin, Mr. Auguste Louis",28,Southampton,Entree Cook,Victualling,,,male
93,"Cox, Mr. William Denton",29,Southampton,Steward,Victualling,,,male
